[2025-09-07 16:31:08] [INFO    ] discord.client: logging in using static token
[2025-09-07 16:31:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 9, 'op': 0, 'd': {'user_id': '814791086114865233', 'timestamp': 1757242893, 'member': {'user': {'username': 'vinayak4564', 'public_flags': 64, 'primary_guild': {'tag': 'KSA', 'identity_guild_id': '1260011486735241329', 'identity_enabled': True, 'badge': 'fd9a0c01e10d280af3f5662c009a3eca'}, 'id': '814791086114865233', 'global_name': 'Vinayak', 'display_name_styles': None, 'display_name': 'Vinayak', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614198505602', 'palette': 'cobalt', 'label': 'COLLECTIBLES_NAMEPLATES_TWILIGHT_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/twilight/'}}, 'bot': False, 'avatar_decoration_data': {'sku_id': '1232071712695386162', 'expires_at': None, 'asset': 'a_8552f9857793aed0cf816f370e2df3be'}, 'avatar': '44006e18bd6de0ab7bc3fc8c96c66379'}, 'roles': ['1231507523287384115'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-02-23T06:36:53.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1210475350765604876', 'guild_id': '1210475350119813120'}}
[2025-09-07 16:31:32] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-07 16:31:32] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-07 16:31:32] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-07 16:31:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-07T11:01:38.253000+00:00', 'pinned': False, 'nonce': '1414203952592846848', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1231507523287384115'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-02-23T06:36:53.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1414203958112817232', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'appbce', 'components': [], 'channel_type': 0, 'channel_id': '1210475350765604876', 'author': {'username': 'vinayak4564', 'public_flags': 64, 'primary_guild': {'tag': 'KSA', 'identity_guild_id': '1260011486735241329', 'identity_enabled': True, 'badge': 'fd9a0c01e10d280af3f5662c009a3eca'}, 'id': '814791086114865233', 'global_name': 'Vinayak', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614198505602', 'palette': 'cobalt', 'label': 'COLLECTIBLES_NAMEPLATES_TWILIGHT_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/twilight/'}}, 'clan': {'tag': 'KSA', 'identity_guild_id': '1260011486735241329', 'identity_enabled': True, 'badge': 'fd9a0c01e10d280af3f5662c009a3eca'}, 'avatar_decoration_data': {'sku_id': '1232071712695386162', 'expires_at': None, 'asset': 'a_8552f9857793aed0cf816f370e2df3be'}, 'avatar': '44006e18bd6de0ab7bc3fc8c96c66379'}, 'attachments': [], 'guild_id': '1210475350119813120'}}
[2025-09-07 16:31:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-07 16:31:37] [DEBUG   ] discord.client: Dispatching event message
[2025-09-07 16:31:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 11, 'op': 0, 'd': {'user_id': '1414168461172539454', 'type': 0, 'message_id': '1414203958112817232', 'message_author_id': '814791086114865233', 'member': {'user': {'username': 'OLIT', 'public_flags': 0, 'primary_guild': None, 'id': '1414168461172539454', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0936', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd36b0a1e581c976708d316ae42d5b908'}, 'roles': ['1231507523287384115', '1414172832950128652'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-07T08:57:57.565000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': 'bceq_approved', 'id': '1414188725163790336'}, 'channel_id': '1210475350765604876', 'burst': False, 'guild_id': '1210475350119813120'}}
[2025-09-07 16:31:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-07 16:31:37] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-09-07 16:31:37] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-09-07 16:31:37] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1210475350765604876/messages/1414203958112817232/reactions/bceq_approved%3A1414188725163790336/@me with None has returned 204
[2025-09-07 16:31:37] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2025-09-07 16:31:37] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1210475350765604876/messages/1414203958112817232/reactions/bceq_approved%3A1414188725163790336/@me has received 
[2025-09-07 16:31:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 12, 'op': 0, 'd': {'user_id': '814791086114865233', 'timestamp': 1757242902, 'member': {'user': {'username': 'vinayak4564', 'public_flags': 64, 'primary_guild': {'tag': 'KSA', 'identity_guild_id': '1260011486735241329', 'identity_enabled': True, 'badge': 'fd9a0c01e10d280af3f5662c009a3eca'}, 'id': '814791086114865233', 'global_name': 'Vinayak', 'display_name_styles': None, 'display_name': 'Vinayak', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614198505602', 'palette': 'cobalt', 'label': 'COLLECTIBLES_NAMEPLATES_TWILIGHT_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/twilight/'}}, 'bot': False, 'avatar_decoration_data': {'sku_id': '1232071712695386162', 'expires_at': None, 'asset': 'a_8552f9857793aed0cf816f370e2df3be'}, 'avatar': '44006e18bd6de0ab7bc3fc8c96c66379'}, 'roles': ['1231507523287384115'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-02-23T06:36:53.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1210475350765604876', 'guild_id': '1210475350119813120'}}
[2025-09-07 16:31:41] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-07 16:31:41] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-07 16:31:41] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-07 16:31:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-07T11:01:44.644000+00:00', 'pinned': False, 'nonce': '1414203979872600064', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1231507523287384115'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-02-23T06:36:53.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1414203984918482954', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'appbaa', 'components': [], 'channel_type': 0, 'channel_id': '1210475350765604876', 'author': {'username': 'vinayak4564', 'public_flags': 64, 'primary_guild': {'tag': 'KSA', 'identity_guild_id': '1260011486735241329', 'identity_enabled': True, 'badge': 'fd9a0c01e10d280af3f5662c009a3eca'}, 'id': '814791086114865233', 'global_name': 'Vinayak', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614198505602', 'palette': 'cobalt', 'label': 'COLLECTIBLES_NAMEPLATES_TWILIGHT_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/twilight/'}}, 'clan': {'tag': 'KSA', 'identity_guild_id': '1260011486735241329', 'identity_enabled': True, 'badge': 'fd9a0c01e10d280af3f5662c009a3eca'}, 'avatar_decoration_data': {'sku_id': '1232071712695386162', 'expires_at': None, 'asset': 'a_8552f9857793aed0cf816f370e2df3be'}, 'avatar': '44006e18bd6de0ab7bc3fc8c96c66379'}, 'attachments': [], 'guild_id': '1210475350119813120'}}
[2025-09-07 16:31:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-07 16:31:43] [DEBUG   ] discord.client: Dispatching event message
[2025-09-07 16:31:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 14, 'op': 0, 'd': {'user_id': '1414168461172539454', 'type': 0, 'message_id': '1414203984918482954', 'message_author_id': '814791086114865233', 'member': {'user': {'username': 'OLIT', 'public_flags': 0, 'primary_guild': None, 'id': '1414168461172539454', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0936', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd36b0a1e581c976708d316ae42d5b908'}, 'roles': ['1231507523287384115', '1414172832950128652'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-07T08:57:57.565000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': 'baa_approved', 'id': '1414192630165667872'}, 'channel_id': '1210475350765604876', 'burst': False, 'guild_id': '1210475350119813120'}}
[2025-09-07 16:31:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-07 16:31:44] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-09-07 16:31:44] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-09-07 16:31:44] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1210475350765604876/messages/1414203984918482954/reactions/baa_approved%3A1414192630165667872/@me with None has returned 204
[2025-09-07 16:31:44] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2025-09-07 16:31:44] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1210475350765604876/messages/1414203984918482954/reactions/baa_approved%3A1414192630165667872/@me has received 
[2025-09-07 16:31:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 15, 'op': 0, 'd': {'user_id': '814791086114865233', 'timestamp': 1757242908, 'member': {'user': {'username': 'vinayak4564', 'public_flags': 64, 'primary_guild': {'tag': 'KSA', 'identity_guild_id': '1260011486735241329', 'identity_enabled': True, 'badge': 'fd9a0c01e10d280af3f5662c009a3eca'}, 'id': '814791086114865233', 'global_name': 'Vinayak', 'display_name_styles': None, 'display_name': 'Vinayak', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614198505602', 'palette': 'cobalt', 'label': 'COLLECTIBLES_NAMEPLATES_TWILIGHT_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/twilight/'}}, 'bot': False, 'avatar_decoration_data': {'sku_id': '1232071712695386162', 'expires_at': None, 'asset': 'a_8552f9857793aed0cf816f370e2df3be'}, 'avatar': '44006e18bd6de0ab7bc3fc8c96c66379'}, 'roles': ['1231507523287384115'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-02-23T06:36:53.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1210475350765604876', 'guild_id': '1210475350119813120'}}
[2025-09-07 16:31:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-07 16:31:47] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-07 16:31:47] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-07 16:31:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-07T11:01:49.872000+00:00', 'pinned': False, 'nonce': '1414204001783644160', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1231507523287384115'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-02-23T06:36:53.030000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1414204006846173234', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'appsher', 'components': [], 'channel_type': 0, 'channel_id': '1210475350765604876', 'author': {'username': 'vinayak4564', 'public_flags': 64, 'primary_guild': {'tag': 'KSA', 'identity_guild_id': '1260011486735241329', 'identity_enabled': True, 'badge': 'fd9a0c01e10d280af3f5662c009a3eca'}, 'id': '814791086114865233', 'global_name': 'Vinayak', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614198505602', 'palette': 'cobalt', 'label': 'COLLECTIBLES_NAMEPLATES_TWILIGHT_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/twilight/'}}, 'clan': {'tag': 'KSA', 'identity_guild_id': '1260011486735241329', 'identity_enabled': True, 'badge': 'fd9a0c01e10d280af3f5662c009a3eca'}, 'avatar_decoration_data': {'sku_id': '1232071712695386162', 'expires_at': None, 'asset': 'a_8552f9857793aed0cf816f370e2df3be'}, 'avatar': '44006e18bd6de0ab7bc3fc8c96c66379'}, 'attachments': [], 'guild_id': '1210475350119813120'}}
[2025-09-07 16:31:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-07 16:31:49] [DEBUG   ] discord.client: Dispatching event message
[2025-09-07 16:31:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 17, 'op': 0, 'd': {'user_id': '1414168461172539454', 'type': 0, 'message_id': '1414204006846173234', 'message_author_id': '814791086114865233', 'member': {'user': {'username': 'OLIT', 'public_flags': 0, 'primary_guild': None, 'id': '1414168461172539454', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0936', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd36b0a1e581c976708d316ae42d5b908'}, 'roles': ['1231507523287384115', '1414172832950128652'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-07T08:57:57.565000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': 'sheriff_approved', 'id': '1414192628010061824'}, 'channel_id': '1210475350765604876', 'burst': False, 'guild_id': '1210475350119813120'}}
[2025-09-07 16:31:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-07 16:31:49] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-09-07 16:31:49] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-09-07 16:31:49] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1210475350765604876/messages/1414204006846173234/reactions/sheriff_approved%3A1414192628010061824/@me with None has returned 204
[2025-09-07 16:31:49] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2025-09-07 16:31:49] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1210475350765604876/messages/1414204006846173234/reactions/sheriff_approved%3A1414192628010061824/@me has received 
[2025-09-07 16:31:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-09-07 16:31:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
